CPT Code,CPT Description
69502,Removal of mastoid bone
69535,Removal of temporal bone of ear
69540,Removal of polyp of external ear
69610,Repair of eardrum
69620,Repair of defect or perforation of eardrum
69631,Repair of eardrum and ear canal with opening to ear bones
69633,"Repair of eardrum, ear canal, and bones with insertion of prosthesis"
69641,Repair of eardrum and ear canal with removal of mastoid bone
69642,"Repair of eardrum, ear canal and bones with removal of mastoid bone"
69643,Repair of eardrum and ear canal with removal of mastoid bone
69644,"Repair of eardrum, ear canal and bones with removal of mastoid bone"
69646,"Repair of eardrum, ear canal and bones with removal of mastoid bone"
69650,Release of ear bone
69667,Repair of opening into cochlea
69714,"Temporal bone implantation of cochlear stimulating system, accessed through the skin"
69720,Release of facial nerve
69801,"Incision of fluid canals of inner ear with infusion of drugs, transcanal approach"
69930,Implantation of cochlear device
69990,Use of operating microscope
70015,Radiological supervision and interpretation X-ray of brain and spinal cord with contrast
70030,X-ray of eye
70100,"X-ray of mandible, less than 4 views"
70110,"X-ray of mandible, minimum of 4 views"
70120,"X-ray of mastoid, less than 3 views per side"
70130,"X-ray of mastoid, minimum of 3 views per side"
70134,X-ray of internal ear canal
70140,"X-ray of bones of face, less than 3 views"
70150,"X-ray of bones of face, minimum of 3 views"
70160,"X-ray of bones of nose, minimum of 3 views"
70170,Radiological supervision and interpretation X-ray of tear drainage structure of eye
70190,X-ray of skull
70200,"X-ray of eye bones, minimum of 4 views"
70210,"X-ray of paranasal sinus, less than 3 views"
70220,"X-ray of paranasal sinus, complete, minimum of 3 views"
70240,X-ray of bone at base of skull
70250,"X-ray of skull, less than 4 views"
70260,"X-ray of skull, complete, minimum of 4 views"
70300,"X-ray of teeth, single view"
70310,"X-ray of teeth, less than full mouth"
70320,"X-ray of teeth, full mouth"
70330,X-ray of jaw joints on both sides of the face
70332,Radiological supervision and interpretation X-ray of jaw joint
70336,MRI scan of jaw joints
70350,Imaging of jaws and skull for orthodontic purposes
70355,X-ray imaging of teeth
70360,X-ray of soft tissue of neck
70370,X-ray of voice box or throat
70371,Imaging of voice box with speech evaluation
70373,Radiological supervision and interpretation X-ray of voice box with contrast
70380,X-ray of salivary gland
70450,CT scan head or brain
70460,CT scan head or brain with contrast
70470,CT scan head or brain before and after contrast
70480,CT scan of cranial cavity
70481,CT scan of cranial cavity with contrast
70482,CT scan of cranial cavity before and after contrast
70486,CT scan of face
70487,CT scan of face with contrast
70488,CT scan of face before and after contrast
70490,CT scan of neck
70491,CT scan of neck with contrast
70492,CT scan of neck before and after contrast
70496,CT scan of blood vessel of head with contrast
70498,CT scan of neck blood vessels with contrast
70540,"MRI scan bones of the eye, face, and/or neck"
70542,"MRI scan bones of the eye, face, and/or neck with contrast"
70543,"MRI scan bones of the eye, face, and/or neck before and after contrast"
70544,MRA scan of head blood vessels
70545,MRA scan of head blood vessels with contrast
70546,MRA scan of head blood vessels before and after contrast
70547,MRA scan of neck blood vessels
70548,MRA scan of neck blood vessels with contrast
70549,MRA scan of neck blood vessels before and after contrast
70551,MRI scan brain
70552,MRI scan of brain with contrast
70553,MRI scan of brain before and after contrast
70554,Functional MRI scan of brain
70555,Functional MRI scan of brain with physician or psychologist administration of neurofunctional testing
70559,"MRI scan of brain, during open brain procedure before and after contrast"
71010,"X-ray of chest, 1 view, front"
71015,"X-ray of chest, stereo, front"
71020,"X-ray of chest, 2 views, front and side"
71021,"X-ray of chest, 2 views, front and side"
71022,"X-ray of chest, 2 views, front and side"
71023,"X-ray of chest, 2 views, front and side with fluoroscopy"
71030,"X-ray of chest, minimum of 4 views"
71034,"X-ray of chest, complete, minimum of 4 views"
71035,"X-ray of chest, special views"
71100,"X-ray of ribs of one side of body, 2 views"
71101,"X-ray of ribs on one side of body including the chest, minimum of 3 views"
71110,"X-ray of both sides of the ribs, 3 views"
71111,"X-ray of both sides of the ribs including the chest, minimum of 4 views"
71120,"X-ray of breast bone, minimum of 2 views"
71250,CT scan chest
71260,CT scan chest with contrast
71270,CT scan chest before and after contrast
71275,CT scan of blood vessels in chest with contrast
71550,MRI scan of chest
71552,MRI scan of chest before and after contrast
71555,MRI scan of blood vessels of chest
72010,X-ray of entire spine
72020,"X-ray of spine, 1 view"
72040,"X-ray of spine of neck, 2 or 3 views"
72050,"X-ray of upper spine, 4 or 5 views"
72052,"X-ray of upper spine, 6 or more views"
72069,"X-ray of middle and lower spine, standing view"
72070,"X-ray of middle spine, 3 views"
72072,"X-ray of middle spine, 3 views"
72074,"X-ray of middle spine, minimum of 4 views"
72080,"X-ray of middle and lower spine, 2 views"
72090,"X-ray of spine, scoliosis study"
72100,"X-ray of lower and sacral spine, 2 or 3 views"
72110,"X-ray of lower and sacral spine, minimum of 4 views"
72114,X-ray lower and sacral spine including bending views minimum 6 views
72120,X-ray lower and sacral spine including bending views 2 or 3 views
72125,CT scan of upper spine
72126,CT scan of upper spine with contrast
72127,CT scan of upper spine before and after contrast
72128,CT scan of middle spine
72129,CT scan of middle spine with contrast
72130,CT scan of middle spine before and after contrast
72131,CT scan of lower spine
72132,CT scan of lower spine with contrast
72133,CT scan of lower spine before and after contrast
72141,MRI scan of upper spinal canal
72142,MRI scan of upper spinal canal with contrast
72146,MRI scan of middle spinal canal
72147,MRI scan of middle spinal canal with contrast
72148,MRI scan of lower spinal canal
72149,MRI scan of lower spinal canal with contrast
72156,MRI scan of upper spinal canal before and after contrast
72157,MRI scan of middle spinal canal before and after contrast
72158,MRI scan of lower spinal canal before and after contrast
72170,"X-ray of pelvis, 1 or 2 views"
72190,"X-ray of pelvis, minimum of 3 views"
72191,CT scan of pelvic blood vessels with contrast
72192,CT scan pelvis
72193,CT scan pelvis with contrast
72194,CT scan of pelvis before and after contrast
72195,MRI scan of pelvis
72196,MRI scan of pelvis with contrast
72197,MRI scan of pelvis before and after contrast
72198,MRA scan of pelvic blood vessels
72200,"X-ray of sacroiliac joints, less than 3 views"
72202,"X-ray of sacroiliac joints, 3 or more views"
72220,"X-ray of pelvis, minimum of 2 views"
72240,Radiological supervision and interpretation X-ray of upper spinal canal
72255,Radiological supervision and interpretation X-ray of middle spinal canal
72265,Radiological supervision and interpretation X-ray of lower spinal canal
72270,"Radiological supervision and interpretation X-ray of spinal canal, 2 or more spinal regions"
72275,Radiological supervision and interpretation X-ray of covering of spinal cord
72285,"Radiological supervision and interpretation X-ray of disc of vertebra, upper or middle spine"
72291,Radiological supervision and interpretation of percutaneous repair or reconstruction of vertebra (accessed through the skin) using fluoroscopic guidance
72292,Radiological supervision and interpretation of repair or reconstruction of vertebra (accessed through the skin) procedure using CT guidance
72295,"Radiological supervision and interpretation X-ray of disc of vertebra, lower spine"
73000,X-ray of collar bone
73010,X-ray of shoulder blade
73020,"X-ray of shoulder, 1 view"
73030,"X-ray of shoulder, minimum of 2 views"
73040,Radiological supervision and interpretation X-ray of shoulder joint
73050,X-ray of both collar bones
73060,"X-ray of upper arm, minimum of 2 views"
73070,"X-ray of elbow, 2 views"
73080,"X-ray of elbow, minimum of 3 views"
73085,Radiological supervision and interpretation X-ray of elbow
73090,"X-ray of forearm, 2 views"
73100,"X-ray of wrist, 2 views"
73110,"X-ray of wrist, minimum of 3 views"
73115,Radiological supervision and interpretation X-ray of wrist joint
73120,"X-ray of hand, 2 views"
73130,"X-ray of hand, minimum of 3 views"
73140,"X-ray of fingers, minimum of 2 views"
73200,CT scan of arm
73201,CT scan of arm with contrast
73202,CT scan of arm before and after contrast
73206,CT scan of arm blood vessels with contrast
73218,MRI scan of arm
73219,MRI scan of arm with contrast
73220,MRI scan of arm before and after contrast
73221,MRI scan of arm joint
73222,MRI scan of arm joint with contrast
73223,MRI scan of arm joint before and after contrast
73500,"X-ray of hip on one side of body, 1 view"
73510,"X-ray of ribs of one side of body, minimum of 2 views"
73520,X-ray of both hips minimum 2 views
73525,Radiological supervision and interpretation X-ray of hip joint
73530,X-ray of hip during surgery
73540,"X-ray of pelvis and hips, infant or child, minimum of 2 views"
