INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Concordia University-Portland,Portland,OR,0.0,0.0,0.0,1,520.0,520.0,0.0,1243.0,0.6533,0.0579,0.0764,0.0571,0.0048,0.0097,0.0676,0.0193,0.0539,0.1368,1,0.4568,0.7284,0.2839,40400,25000
Sumner College,Portland,OR,0.0,0.0,0.0,0,,,0.0,262.0,0.7214,0.1489,0.0573,0.0649,0.0,0.0,0.0,0.0,0.0076,0.0038,1,0.5133,0.6867,0.616,30300,16500
East West College of the Healing Arts,Portland,OR,0.0,0.0,0.0,0,,,0.0,245.0,0.7959,0.0245,0.0408,0.0122,0.0163,0.0,0.1102,0.0,0.0,1.0,1,0.3768,0.5913,0.6951,PrivacySuppressed,8444
Eastern Oregon University,La Grande,OR,0.0,0.0,0.0,0,470.0,465.0,0.0,2997.0,0.7611,0.0294,0.0624,0.0207,0.0254,0.0113,0.0133,0.015,0.0614,0.3684,1,0.4856,0.5482,0.4875,37200,22466
Phagans School of Hair Design-Portland,Portland,OR,0.0,0.0,0.0,0,,,0.0,135.0,0.5852,0.2519,0.0889,0.0148,0.037000000000000005,0.0148,0.0,0.0,0.0074,0.0,1,0.9074,0.9444,0.4924,18700,16041
New Hope Christian College-Eugene,Eugene,OR,0.0,0.0,0.0,1,,,0.0,162.0,0.6111,0.037000000000000005,0.0864,0.037000000000000005,0.0123,0.0432,0.0926,0.0247,0.0556,0.1235,1,0.5922,0.6648,0.2346,26400,24921
George Fox University,Newberg,OR,0.0,0.0,0.0,1,540.0,545.0,0.0,2494.0,0.6961,0.0152,0.087,0.0369,0.0044,0.004,0.0585,0.0557,0.0421,0.0974,1,0.3448,0.6464,0.1426,41700,22000
Phagans Grants Pass College of Beauty,Grants Pass,OR,0.0,0.0,0.0,0,,,0.0,46.0,0.8913,0.0,0.0435,0.0,0.0,0.0,0.0217,0.0,0.0435,0.0,1,0.8235,0.8235,0.3846,14000,11370.5
ITT Technical Institute-Portland,Portland,OR,0.0,0.0,0.0,0,,,0.0,565.0,0.7363,0.0726,0.0496,0.069,0.0212,0.0035,0.0301,0.0,0.0177,0.3009,0,0.7256,0.8198,0.8099,38800,25827.5
Lane Community College,Eugene,OR,0.0,0.0,0.0,0,,,0.0,8370.0,0.6924,0.0208,0.0961,0.0174,0.0171,0.0066,0.0466,0.0104,0.0927,0.5422,1,0.5606,0.6614,0.5182,28200,19000
Lewis & Clark College,Portland,OR,0.0,0.0,0.0,0,,,0.0,2039.0,0.6778,0.024,0.0937,0.0741,0.0123,0.0034,0.0074,0.0471,0.0603,0.0034,1,0.2084,0.596,0.0108,41100,24000
Linfield College-McMinnville Campus,McMinnville,OR,0.0,0.0,0.0,1,540.0,540.0,0.0,1643.0,0.636,0.0177,0.1023,0.0584,0.0085,0.0061,0.1102,0.0371,0.0237,0.017,1,0.2513,0.6481,0.0186,52200,25000
Linn-Benton Community College,Albany,OR,0.0,0.0,0.0,0,,,0.0,5213.0,0.7211,0.0106,0.0898,0.0276,0.0127,0.0048,0.0395,0.024,0.07,0.5479,1,0.3455,0.3913,0.3748,32000,15960
Northwest College-Beaverton,Beaverton,OR,0.0,0.0,0.0,0,,,0.0,145.0,0.6483,0.0483,0.1793,0.0552,0.0138,0.0069,0.0483,0.0,0.0,0.0,1,0.6738,0.9007,0.3,19600,17042
Marylhurst University,Marylhurst,OR,0.0,0.0,0.0,1,,,0.0,597.0,0.7404,0.0402,0.0787,0.0151,0.0084,0.005,0.0318,0.0184,0.062,0.7169,1,0.5142,0.7962,0.78,32900,29168
Phagans Medford Beauty School,Medford,OR,0.0,0.0,0.0,0,,,0.0,54.0,0.6111,0.0185,0.1852,0.0,0.0,0.0,0.1111,0.0,0.0741,0.0,1,0.8636,0.8818,0.4328,12500,8971
Northwest College-Clackamas,Clackamas,OR,0.0,0.0,0.0,0,,,0.0,200.0,0.79,0.075,0.07,0.02,0.03,0.0,0.015,0.0,0.0,0.0,1,0.802,0.8911,0.2624,19600,17042
Mount Angel Seminary,Saint Benedict,OR,0.0,1.0,0.0,1,,,0.0,61.0,0.45899999999999996,0.0,0.2787,0.1148,0.0,0.0984,0.0,0.0492,0.0,0.0,1,0.1096,0.0,0.4857,PrivacySuppressed,PrivacySuppressed
Mt Hood Community College,Gresham,OR,0.0,0.0,0.0,0,,,0.0,8536.0,0.5952,0.0498,0.10800000000000001,0.0593,0.0103,0.0069,0.0425,0.003,0.1249,0.5515,1,0.4284,0.3563,0.4648,32700,13774.5
Multnomah University,Portland,OR,0.0,0.0,0.0,0,540.0,530.0,0.0,418.0,0.8109999999999999,0.0311,0.067,0.0096,0.0096,0.0048,0.0431,0.0048,0.0191,0.1507,1,0.5571,0.8584,0.3516,29400,23500
National College of Natural Medicine,Portland,OR,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Northwest Nannies Institute,Lake Oswego,OR,0.0,0.0,0.0,1,,,0.0,20.0,0.9,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0,0.5143,0.5714,0.2857,PrivacySuppressed,PrivacySuppressed
Northwest Christian University,Eugene,OR,0.0,0.0,0.0,1,507.0,489.0,0.0,492.0,0.7927,0.0224,0.0894,0.0183,0.0325,0.0041,0.0285,0.0,0.0122,0.2012,1,0.531,0.8079,0.374,43100,23750
Oregon Health & Science University,Portland,OR,0.0,0.0,0.0,0,,,0.0,847.0,0.7816,0.0071,0.0708,0.0413,0.0012,0.0024,0.0531,0.0012,0.0413,0.7615,1,0.3125,0.7332,0.7813,76600,14905
Oregon Institute of Technology,Klamath Falls,OR,0.0,0.0,0.0,0,500.0,525.0,0.0,3457.0,0.7336,0.0142,0.0822,0.0584,0.013000000000000001,0.0069,0.0509,0.0095,0.0312,0.3396,1,0.3257,0.4464,0.3864,52000,25322.5
Oregon College of Art and Craft,Portland,OR,0.0,0.0,0.0,0,,,0.0,146.0,0.6438,0.0068,0.1164,0.0205,0.0137,0.0068,0.1301,0.0,0.0616,0.1644,1,0.5468,0.7482,0.3597,PrivacySuppressed,31021.5
Oregon State University,Corvallis,OR,0.0,0.0,0.0,0,545.0,560.0,0.0,22925.0,0.6774,0.0129,0.0802,0.0698,0.0065,0.0036,0.0646,0.06,0.025,0.2147,1,0.3168,0.5067,0.1938,46000,23000
University of Oregon,Eugene,OR,0.0,0.0,0.0,0,550.0,560.0,0.0,20252.0,0.6191,0.0202,0.0897,0.0535,0.0054,0.0042,0.0628,0.1347,0.0103,0.0789,1,0.2539,0.39299999999999996,0.0847,41700,21500
Pacific Northwest College of Art,Portland,OR,0.0,0.0,0.0,0,,,0.0,409.0,0.7139,0.0049,0.0611,0.0293,0.0147,0.0024,0.1198,0.0098,0.044000000000000004,0.1027,1,0.5085,0.8378,0.2663,22100,29375
Pacific University,Forest Grove,OR,0.0,0.0,0.0,0,540.0,550.0,0.0,1802.0,0.5255,0.0178,0.1121,0.1232,0.0078,0.025,0.1304,0.0183,0.04,0.01,1,0.3261,0.8555,0.0739,41200,26604
Phagans Beauty College,Corvallis,OR,0.0,0.0,0.0,0,,,0.0,56.0,0.8571,0.0,0.0357,0.0,0.0179,0.0,0.0536,0.0,0.0357,0.0,1,0.8824,0.8941,0.2453,19100,12000
Phagans Central Oregon Beauty College,Bend,OR,0.0,0.0,0.0,0,,,0.0,117.0,0.8632,0.0,0.094,0.0,0.0085,0.0,0.0171,0.0,0.0171,0.0,1,0.7333,0.8143,0.4135,15000,11046
Phagans School of Beauty,Salem,OR,0.0,0.0,0.0,0,,,0.0,42.0,0.5476,0.0476,0.2381,0.0476,0.0,0.0,0.0714,0.0,0.0476,0.0,1,0.9186,0.8605,0.449,19600,14000
Phagans School of Hair Design,Happy Valley,OR,0.0,0.0,0.0,0,,,0.0,181.0,0.7182,0.0994,0.105,0.0276,0.0276,0.011000000000000001,0.0,0.0,0.011000000000000001,0.0,1,0.8488,0.9341,0.3125,18200,14921
Phagans Salon Academy,Tigard,OR,0.0,0.0,0.0,0,,,0.0,17.0,0.8235,0.0588,0.0,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,1,0.8158,1.0,0.3704,PrivacySuppressed,PrivacySuppressed
Portland Community College,Portland,OR,0.0,0.0,0.0,0,,,0.0,28549.0,0.6014,0.0594,0.1051,0.0683,0.0108,0.006,0.0539,0.0272,0.0679,0.5736,1,0.4486,0.4298,0.5425,34200,17042
Portland State University,Portland,OR,0.0,0.0,0.0,0,520.0,510.0,0.0,19662.0,0.6014,0.0348,0.1111,0.0768,0.0144,0.0073,0.0553,0.052000000000000005,0.047,0.2923,1,0.4065,0.5142,0.41100000000000003,42100,23368.5
University of Portland,Portland,OR,0.0,0.0,0.0,1,600.0,595.0,0.0,3648.0,0.625,0.0099,0.1058,0.1031,0.0016,0.0156,0.0869,0.0299,0.0222,0.011000000000000001,1,0.2104,0.504,0.0321,53800,24906
Reed College,Portland,OR,0.0,0.0,0.0,0,705.0,680.0,0.0,1335.0,0.591,0.018000000000000002,0.1079,0.0562,0.003,0.0022,0.0846,0.0734,0.0637,0.006,1,0.1814,0.3584,0.0143,35200,16000
Rogue Community College,Grants Pass,OR,0.0,0.0,0.0,0,,,0.0,4316.0,0.7491,0.0083,0.1323,0.0111,0.0153,0.006,0.0322,0.0005,0.0452,0.5959,1,0.5839,0.3031,0.5208,25800,19000
Roseburg Beauty College,Roseburg,OR,0.0,0.0,0.0,0,,,0.0,48.0,0.9375,0.0,0.0417,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,1,0.7581,0.5806,0.4,PrivacySuppressed,PrivacySuppressed
Pioneer Pacific College,Wilsonville,OR,0.0,0.0,0.0,0,,,0.0,1190.0,0.7109,0.0294,0.1462,0.0328,0.0311,0.0092,0.0193,0.0,0.021,0.3403,1,0.7024,0.8774,0.5627,27400,16340
Springfield College of Beauty,Springfield,OR,0.0,0.0,0.0,0,,,0.0,71.0,0.8169,0.0423,0.0704,0.0,0.0,0.0,0.0704,0.0,0.0,0.0,1,0.7154,0.6911,0.5072,14000,14645
Southern Oregon University,Ashland,OR,0.0,0.0,0.0,0,520.0,500.0,0.0,4397.0,0.6316,0.0255,0.1019,0.0248,0.0139,0.0057,0.0584,0.025,0.1133,0.2179,1,0.3849,0.4756,0.2573,36800,23334
Southwestern Oregon Community College,Coos Bay,OR,0.0,0.0,0.0,0,,,0.0,1650.0,0.6842,0.0182,0.1061,0.0152,0.0352,0.0067,0.0497,0.0091,0.0758,0.3503,1,0.1221,0.105,0.4009,26600,12000
Treasure Valley Community College,Ontario,OR,0.0,0.0,0.0,0,,,0.0,2105.0,0.6556,0.0176,0.2328,0.0095,0.0157,0.0014,0.0157,0.0138,0.038,0.4846,1,0.6717,0.6197,0.4499,27500,15375
Umpqua Community College,Roseburg,OR,0.0,0.0,0.0,0,,,0.0,1069.0,0.8307,0.0056,0.0617,0.0131,0.0215,0.0028,0.0496,0.0009,0.013999999999999999,0.5313,1,0.5601,0.4181,0.4865,28700,12668
Warner Pacific College,Portland,OR,0.0,0.0,0.0,1,,,0.0,551.0,0.5408,0.098,0.1724,0.0436,0.0073,0.0163,0.0454,0.0145,0.0617,0.0544,1,0.507,0.7654,0.1054,34700,26563
Corban University,Salem,OR,0.0,0.0,0.0,1,518.0,500.0,0.0,924.0,0.7868,0.0141,0.0281,0.0238,0.0087,0.0065,0.066,0.0173,0.0487,0.0877,1,0.4071,0.7158,0.1197,35100,25000
College of Cosmetology,Klamath Falls,OR,0.0,0.0,0.0,0,,,0.0,62.0,0.6613,0.0484,0.1129,0.0,0.0806,0.0161,0.0806,0.0,0.0,0.0,1,0.5691,0.6585,0.4086,13200,11946
Everest College-Portland,Portland,OR,0.0,0.0,0.0,0,,,0.0,161.0,0.4286,0.1118,0.1863,0.0186,0.0373,0.0248,0.0559,0.0,0.1366,0.6398,1,0.7841,0.7665,0.5374,23700,9500
Western Seminary,Portland,OR,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Willamette University,Salem,OR,0.0,0.0,0.0,0,605.0,595.0,0.0,2009.0,0.6167,0.0199,0.1145,0.0811,0.0139,0.0035,0.0896,0.0164,0.0443,0.0105,1,0.2081,0.4922,0.0118,49300,23500
Western Oregon University,Monmouth,OR,0.0,0.0,0.0,0,515.0,500.0,0.0,4923.0,0.6784,0.0364,0.0829,0.036000000000000004,0.0205,0.0288,0.0012,0.0613,0.0544,0.1562,1,0.4285,0.6276,0.1784,38700,24500
University of Western States,Portland,OR,0.0,0.0,0.0,0,,,0.0,63.0,0.7143,0.0159,0.0476,0.0159,0.0159,0.0317,0.1111,0.0,0.0476,1.0,1,0.3279,0.6721,0.623,46100,6450
Abington Memorial Hospital Dixon School of Nursing,Willow Grove,PA,0.0,0.0,0.0,0,,,0.0,224.0,0.6964,0.1518,0.0313,0.0893,0.0,0.0045,0.0268,0.0,0.0,0.0,1,0.4286,0.8527,0.6696,63300,15836
Jolie Hair and Beauty Academy-Hazleton,Hazleton,PA,0.0,0.0,0.0,0,,,0.0,81.0,0.5802,0.1605,0.2222,0.0,0.0,0.0,0.0123,0.0,0.0247,0.2593,1,0.726,0.7534,0.433,PrivacySuppressed,8847.5
Keystone Technical Institute,Harrisburg,PA,0.0,0.0,0.0,0,,,0.0,341.0,0.6012,0.1701,0.0235,0.0,0.0,0.0,0.0293,0.0,0.17600000000000002,0.0,1,0.7164,0.7709,0.3578,24400,11677.5
Bryn Athyn College of the New Church,Bryn Athyn,PA,0.0,0.0,0.0,1,445.0,450.0,0.0,271.0,0.6458,0.203,0.0886,0.0185,0.0,0.0037,0.0,0.0406,0.0,0.0258,1,0.3726,0.635,0.0266,PrivacySuppressed,22294.5
Academy of Vocal Arts,Philadelphia,PA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Albright College,Reading,PA,0.0,0.0,0.0,1,,,0.0,2340.0,0.5714,0.1598,0.0919,0.0329,0.0056,0.0,0.009000000000000001,0.0235,0.106,0.0043,1,0.461,0.8987,0.2452,45800,28750
All-State Career School-Lester,Lester,PA,0.0,0.0,0.0,0,,,0.0,314.0,0.1242,0.7548,0.086,0.0127,0.0,0.0,0.0064,0.0,0.0159,0.0,1,0.7059,0.6588,0.7434,32000,6333
Community College of Allegheny County,Pittsburgh,PA,0.0,0.0,0.0,0,,,0.0,16003.0,0.5956,0.1826,0.013000000000000001,0.0248,0.0037,0.0012,0.0154,0.0004,0.1633,0.6295,1,0.39899999999999997,0.2189,0.4577,31000,9850
Allegheny College,Meadville,PA,0.0,0.0,0.0,1,585.0,575.0,0.0,1968.0,0.7917,0.0473,0.0645,0.0224,0.001,0.0,0.0437,0.0244,0.0051,0.0066,1,0.2628,0.6742,0.0088,48400,29046
Toni & Guy Hairdressing Academy-Allentown,Allentown,PA,0.0,0.0,0.0,0,,,0.0,43.0,0.5349,0.09300000000000001,0.3721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9529,0.9529,0.322,19300,13583
DeSales University,Center Valley,PA,0.0,0.0,0.0,1,515.0,505.0,0.0,2383.0,0.7637,0.0436,0.099,0.0264,0.0059,0.0017,0.0,0.0,0.0596,0.2472,1,0.278,0.6555,0.3121,47700,26500
Altoona Beauty School Inc,Altoona,PA,0.0,0.0,0.0,0,,,0.0,60.0,0.9333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,1,0.4538,0.6891,0.4559,12700,4945
Alvernia University,Reading,PA,0.0,0.0,0.0,1,475.0,495.0,0.0,2272.0,0.6959,0.1413,0.0757,0.011000000000000001,0.0026,0.0004,0.0141,0.0018,0.0572,0.2091,1,0.3496,0.795,0.3235,41900,27000
Toni & Guy Hairdressing Academy-Ambler,Ambler,PA,0.0,0.0,0.0,0,,,0.0,115.0,0.5217,0.2435,0.1478,0.087,0.0,0.0,0.0,0.0,0.0,0.2,1,0.7778,0.9306,0.3679,17900,13583
Antonelli Institute,Erdenheim,PA,0.0,0.0,0.0,0,,,0.0,188.0,0.7926,0.0638,0.0319,0.0213,0.0,0.0,0.0904,0.0,0.0,0.0,1,0.4973,0.877,0.0529,27000,12000
The Art Institutes of York-PA,York,PA,0.0,0.0,0.0,0,,,0.0,368.0,0.6821,0.14400000000000002,0.1223,0.0163,0.0027,0.0027,0.0,0.0,0.0299,0.2636,1,0.5325,0.8701,0.1775,31000,28387.5
The Art Institute of Philadelphia,Philadelphia,PA,0.0,0.0,0.0,0,,,0.0,1953.0,0.0783,0.0599,0.1403,0.0082,0.0005,0.0015,0.0005,0.0,0.7107,0.3707,1,0.6207,0.8681,0.2823,30600,29874.5
Career Training Academy-Lower Burrell,Lower Burrell,PA,0.0,0.0,0.0,0,,,0.0,171.0,0.8538,0.1287,0.0058,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,1,0.61,0.6067,0.45399999999999996,22900,9500
The Art Institute of Pittsburgh,Pittsburgh,PA,0.0,0.0,0.0,0,,,0.0,1279.0,0.5895,0.19699999999999998,0.0625,0.0109,0.0094,0.0047,0.0,0.0,0.1259,0.3385,1,0.603,0.807,0.1878,30800,37512
Automotive Training Center-Exton,Exton,PA,0.0,0.0,0.0,0,,,0.0,372.0,0.6613,0.0887,0.2177,0.0134,0.0,0.0,0.0134,0.0027,0.0027,0.0806,1,0.5253,0.6642,0.2514,43000,17000
Summit University of Pennsylvania,Clarks Summit,PA,0.0,0.0,0.0,1,502.0,498.0,0.0,570.0,0.8807,0.0316,0.0368,0.006999999999999999,0.0035,0.0053,0.0105,0.006999999999999999,0.0175,0.2807,1,0.5706,0.5571,0.2292,29000,17772
Community College of Beaver County,Monaca,PA,0.0,0.0,0.0,0,,,0.0,1985.0,0.8171,0.0771,0.0252,0.0035,0.0045,0.001,0.0227,0.0,0.0489,0.5199,1,0.4204,0.4075,0.2968,33200,12223
Arcadia University,Glenside,PA,0.0,0.0,0.0,1,550.0,550.0,0.0,2482.0,0.6861,0.0902,0.0733,0.0463,0.002,0.0016,0.0399,0.0254,0.0351,0.0467,1,0.349,0.7941,0.0775,42900,26972
Biblical Theological Seminary,Hatfield,PA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Bidwell Training Center Inc,Pittsburgh,PA,0.0,0.0,0.0,0,,,0.0,169.0,0.503,0.4024,0.0118,0.0178,0.0,0.0,0.0,0.0,0.0651,0.0,1,0.1246,0.0,0.7233,PrivacySuppressed,PrivacySuppressed
Bloomsburg University of Pennsylvania,Bloomsburg,PA,0.0,0.0,0.0,0,485.0,490.0,0.0,9109.0,0.8095,0.0818,0.0516,0.0103,0.0007,0.0009,0.022000000000000002,0.0103,0.013000000000000001,0.0564,1,0.3029,0.6925,0.045,43900,26000
Bryn Mawr College,Bryn Mawr,PA,0.0,0.0,1.0,0,655.0,665.0,0.0,1303.0,0.3638,0.053,0.0867,0.1159,0.0015,0.0008,0.0499,0.24100000000000002,0.0875,0.0107,1,0.1604,0.3983,0.0226,53600,25000
Bucknell University,Lewisburg,PA,0.0,0.0,0.0,0,635.0,670.0,0.0,3528.0,0.7885,0.0317,0.0527,0.0357,0.0003,0.0,0.0343,0.053,0.0037,0.0017,1,0.1175,0.3938,0.0065,69100,27000
Bucks County Community College,Newtown,PA,0.0,0.0,0.0,0,,,0.0,8532.0,0.6098,0.0472,0.0551,0.0301,0.0093,0.0007,0.023,0.0018,0.223,0.6456,1,0.2321,0.172,0.3008,35600,11000
Bucks County School of Beauty Culture Inc,Feasterville,PA,0.0,0.0,0.0,0,,,0.0,84.0,0.8690000000000001,0.0714,0.0357,0.0,0.0238,0.0,0.0,0.0,0.0,0.1905,1,0.4786,0.6752,0.4494,21900,PrivacySuppressed
Butler Beauty Academy,Butler,PA,0.0,0.0,0.0,0,,,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5806,0.6774,0.3654,14700,8028
Butler County Community College,Butler,PA,0.0,0.0,0.0,0,,,0.0,3217.0,0.8122,0.0289,0.0165,0.0065,0.0019,0.0006,0.0109,0.0019,0.1206,0.4775,1,0.3755,0.2425,0.3071,31000,8738
Cabrini University,Radnor,PA,0.0,0.0,0.0,1,450.0,440.0,0.0,1334.0,0.6837,0.1589,0.057,0.0082,0.0007,0.0015,0.0345,0.0015,0.054000000000000006,0.0382,1,0.3583,0.7382,0.0501,40900,26000
California University of Pennsylvania,California,PA,0.0,0.0,0.0,0,470.0,465.0,0.0,6031.0,0.7818,0.1124,0.03,0.006999999999999999,0.0013,0.0012,0.0323,0.0083,0.0257,0.1166,1,0.3909,0.7428,0.1836,38100,25000
Cambria-Rowe Business College-Johnstown,Johnstown,PA,0.0,0.0,0.0,0,,,0.0,136.0,0.8603,0.1029,0.0,0.0,0.0,0.0,0.0368,0.0,0.0,0.0074,1,0.7676,0.8732,0.4718,21700,19805.5
Carlow University,Pittsburgh,PA,0.0,0.0,0.0,1,473.0,473.0,0.0,1323.0,0.5926,0.2268,0.0197,0.0113,0.003,0.0008,0.0363,0.0015,0.1081,0.2426,1,0.3405,0.5652,0.2424,39400,27000
Carnegie Mellon University,Pittsburgh,PA,0.0,0.0,0.0,0,690.0,750.0,0.0,5819.0,0.3538,0.0491,0.0761,0.2695,0.0009,0.0002,0.0431,0.1576,0.0497,0.0211,1,0.1384,0.376,0.0166,76200,25250
Cedar Crest College,Allentown,PA,0.0,0.0,1.0,0,504.0,500.0,0.0,1310.0,0.6709999999999999,0.1015,0.1344,0.028999999999999998,0.0031,0.0031,0.0099,0.0229,0.0252,0.4511,1,0.4137,0.8157,0.451,46300,29183
Central Penn College,Summerdale,PA,0.0,0.0,0.0,0,,,0.0,1282.0,0.6326,0.2192,0.0078,0.0172,0.0047,0.0,0.0,0.0,0.1186,0.4438,1,0.5959,0.8489,0.5693,34400,32796
Chatham University,Pittsburgh,PA,0.0,0.0,0.0,0,,,0.0,597.0,0.6918,0.1173,0.0335,0.0251,0.0034,0.0,0.0251,0.0519,0.0519,0.1625,1,0.298,0.4923,0.297,33400,21245.5
Chestnut Hill College,Philadelphia,PA,0.0,0.0,0.0,1,480.0,485.0,0.0,1428.0,0.4237,0.36200000000000004,0.0896,0.0175,0.0014,0.0042,0.0329,0.0161,0.0525,0.1856,1,0.474,0.7818,0.379,39300,27000
Cheyney University of Pennsylvania,Cheyney,PA,1.0,0.0,0.0,0,,,0.0,997.0,0.012,0.8536,0.0371,0.001,0.001,0.001,0.0371,0.002,0.0552,0.0612,1,0.7523,0.8219,0.1086,29500,32515.5
Brightwood Career Institute-Philadelphia Mills,Philadelphia,PA,0.0,0.0,0.0,0,,,0.0,640.0,0.3875,0.2688,0.2438,0.0313,0.0031,0.0,0.0,0.0,0.0656,0.0,1,0.7562,0.672,0.4568,33900,9500
Citizens School of Nursing,New Kensington,PA,0.0,0.0,0.0,0,,,0.0,168.0,0.9286,0.0536,0.006,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,1,0.485,0.865,0.4751,48200,15122
Clarion University of Pennsylvania,Clarion,PA,0.0,0.0,0.0,0,460.0,470.0,0.0,4744.0,0.8404,0.07400000000000001,0.0221,0.0065,0.0015,0.0008,0.0253,0.0095,0.0198,0.1537,1,0.39299999999999996,0.7119,0.1652,36800,26000
DLP Conemaugh Memorial Medical Center,Johnstown,PA,0.0,0.0,0.0,0,,,0.0,242.0,0.9628,0.0207,0.0083,0.0041,0.0,0.0,0.0041,0.0,0.0,0.0868,1,0.368,0.632,0.3983,54000,16593
Consolidated School of Business-York,York,PA,0.0,0.0,0.0,0,,,0.0,107.0,0.4579,0.0935,0.2523,0.0,0.1402,0.0,0.0093,0.0,0.0467,0.0093,1,0.8924,0.8481,0.5701,26900,17950
Curtis Institute of Music,Philadelphia,PA,0.0,0.0,0.0,0,,,0.0,132.0,0.3636,0.053,0.0152,0.1742,0.0,0.0,0.0,0.3939,0.0,0.0,1,0.08199999999999999,0.45899999999999996,0.0164,PrivacySuppressed,PrivacySuppressed
Dean Institute of Technology,Pittsburgh,PA,0.0,0.0,0.0,0,,,0.0,166.0,0.5964,0.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2831,1,0.7485,0.8282,0.8712,38600,8708
Delaware County Community College,Media,PA,0.0,0.0,0.0,0,,,0.0,12459.0,0.5711,0.2877,0.0287,0.0462,0.0029,0.0006,0.0173,0.0169,0.0287,0.6516,1,0.3789,0.3113,0.3782,34600,10641.5
Delaware Valley University,Doylestown,PA,0.0,0.0,0.0,0,490.0,500.0,0.0,1823.0,0.7778,0.0757,0.0823,0.0132,0.0066,0.0011,0.0049,0.006,0.0324,0.0773,1,0.2844,0.6940000000000001,0.10400000000000001,39500,26551
Dickinson College,Carlisle,PA,0.0,0.0,0.0,0,,,0.0,2315.0,0.7417,0.0419,0.0613,0.0233,0.0004,0.0004,0.0341,0.0769,0.0199,0.003,1,0.1144,0.4303,0.0054,53300,21000
Pennsylvania State University-Dickinson Law,Carlisle,PA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,47700,27000
Douglas Education Center,Monessen,PA,0.0,0.0,0.0,0,,,0.0,267.0,0.8502,0.0225,0.0562,0.0,0.0,0.0037,0.03,0.0,0.0375,0.015,1,0.64,0.7018,0.3066,21800,12000
Drexel University,Philadelphia,PA,0.0,0.0,0.0,0,580.0,620.0,0.0,16681.0,0.5555,0.0657,0.0596,0.1314,0.0016,0.0059,0.0284,0.1295,0.0224,0.14,1,0.2059,0.5583,0.1823,62600,25500
Du Bois Business College-Du Bois,Du Bois,PA,0.0,0.0,0.0,0,,,0.0,90.0,0.9667,0.0,0.0,0.0111,0.0,0.0111,0.0111,0.0,0.0,0.0333,1,0.7295,0.8197,0.418,23800,16929.5
Everest Institute-Pittsburgh,Pittsburgh,PA,0.0,0.0,0.0,0,,,0.0,526.0,0.2338,0.6407,0.0076,0.0133,0.0038,0.0019,0.0875,0.0,0.0114,0.1939,0,0.8,0.65,0.5217,19400,9500
Duquesne University,Pittsburgh,PA,0.0,0.0,0.0,1,570.0,565.0,0.0,5969.0,0.8303,0.0429,0.027000000000000003,0.0193,0.0013,0.0012,0.0235,0.0421,0.0126,0.0379,1,0.1983,0.6548,0.0536,54600,27000
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,0.0,0.0,0.0,0,475.0,480.0,0.0,6125.0,0.6462,0.1094,0.1056,0.0168,0.0016,0.0015,0.0304,0.0056,0.0829,0.0838,1,0.3235,0.6434,0.0863,43000,24250
Eastern University,Saint Davids,PA,0.0,0.0,0.0,1,520.0,515.0,0.0,2381.0,0.5136,0.2209,0.1567,0.021,0.005,0.0008,0.0029,0.0231,0.0559,0.1634,1,0.3891,0.6999,0.2979,41300,25872
Edinboro University of Pennsylvania,Edinboro,PA,0.0,0.0,0.0,0,470.0,465.0,0.0,5494.0,0.8153,0.0868,0.0311,0.0091,0.002,0.0009,0.0251,0.0184,0.0113,0.0754,1,0.4524,0.7718,0.133,34400,27000
Elizabethtown College,Elizabethtown,PA,0.0,0.0,0.0,1,565.0,565.0,0.0,1754.0,0.8632,0.0262,0.0371,0.0177,0.004,0.0011,0.0154,0.0353,0.0,0.0068,1,0.2061,0.7202,0.0065,48000,27000
