carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68
0.3,Ideal,F,VS1,62.3,53.8,652,4.3,4.33,2.69
0.33,Good,D,VS2,61.8,61.0,652,4.4,4.44,2.73
0.31,Ideal,I,IF,61.3,57.0,652,4.34,4.4,2.68
0.31,Ideal,I,IF,62.2,54.0,652,4.36,4.39,2.72
0.31,Good,D,VS1,61.7,61.0,653,4.32,4.34,2.67
0.32,Ideal,G,SI1,61.4,56.0,653,4.44,4.42,2.72
0.3,Very Good,E,VS1,61.4,59.0,653,4.32,4.28,2.64
0.3,Very Good,E,VS1,60.2,57.0,653,4.37,4.3,2.61
0.38,Ideal,E,SI1,61.4,57.0,653,4.64,4.67,2.86
0.42,Good,D,SI2,63.1,56.0,653,4.74,4.8,3.01
0.38,Premium,F,SI1,62.0,58.0,653,4.6,4.63,2.86
0.42,Good,H,SI1,63.6,57.0,653,4.74,4.79,3.03
0.42,Good,D,SI2,63.2,57.0,653,4.75,4.77,3.01
0.42,Very Good,E,SI2,58.8,60.0,653,4.86,4.9,2.87
0.42,Premium,E,SI2,60.1,58.0,653,4.87,4.91,2.94
0.3,Very Good,F,VS1,61.5,56.0,654,4.31,4.34,2.66
0.44,Ideal,H,SI2,62.3,54.0,654,4.89,4.93,3.06
0.4,Ideal,G,SI2,61.8,56.0,654,4.75,4.77,2.94
0.41,Ideal,E,SI2,61.5,58.0,654,4.79,4.83,2.96
0.42,Ideal,I,SI1,62.3,54.0,654,4.82,4.84,3.01
0.4,Ideal,I,SI1,62.2,55.0,654,4.72,4.77,2.95
0.39,Ideal,H,SI1,61.9,55.7,654,4.66,4.71,2.9
0.41,Good,E,SI1,63.5,55.0,654,4.73,4.75,3.01
0.3,Very Good,G,VVS2,62.3,57.0,655,4.26,4.28,2.66
0.3,Very Good,H,VVS1,62.8,56.0,655,4.26,4.28,2.68
0.36,Ideal,I,VVS2,61.5,57.0,655,4.55,4.58,2.8
0.3,Ideal,G,VVS2,62.5,53.0,655,4.31,4.33,2.7
0.3,Ideal,G,VVS2,60.7,58.0,655,4.34,4.36,2.64
0.3,Ideal,G,VVS2,61.6,57.0,655,4.28,4.32,2.65
0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66
0.3,Ideal,H,VVS1,61.2,57.0,655,4.3,4.39,2.66
0.44,Ideal,F,SI2,61.7,54.0,655,4.9,4.92,3.03
0.32,Ideal,I,IF,62.1,54.0,655,4.39,4.43,2.74
0.32,Ideal,I,IF,61.6,56.0,655,4.4,4.43,2.72
0.32,Ideal,I,IF,61.4,57.0,655,4.39,4.44,2.71
0.32,Ideal,I,IF,61.7,55.0,655,4.4,4.42,2.72
0.39,Ideal,E,I1,62.8,57.0,655,4.66,4.61,2.91
0.4,Very Good,I,VS2,61.4,57.6,655,4.73,4.78,2.92
0.4,Good,G,SI1,63.2,58.0,655,4.61,4.7,2.94
0.4,Good,G,SI1,63.1,56.0,655,4.72,4.75,2.99
0.4,Good,G,SI1,63.3,58.0,655,4.66,4.69,2.96
0.4,Good,G,SI1,63.4,58.0,655,4.66,4.71,2.97
0.4,Very Good,G,SI1,59.6,61.0,655,4.74,4.76,2.83
0.32,Very Good,E,VS2,61.3,57.0,656,4.38,4.41,2.69
0.41,Very Good,G,SI2,59.9,60.0,656,4.82,4.86,2.9
0.42,Very Good,D,SI2,62.9,55.0,656,4.78,4.82,3.02
0.31,Ideal,D,VS2,61.0,54.0,656,4.38,4.44,2.69
0.41,Ideal,D,SI2,62.6,57.0,656,4.72,4.77,2.97
0.26,Very Good,F,VVS2,61.4,56.0,657,4.14,4.17,2.55
0.26,Very Good,F,VVS2,62.6,56.0,657,4.09,4.11,2.56
0.26,Very Good,F,VVS1,61.7,57.0,657,4.09,4.13,2.53
0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
0.26,Very Good,F,VVS1,62.0,55.0,657,4.08,4.13,2.54
0.26,Very Good,E,VVS1,61.5,56.0,657,4.1,4.15,2.53
0.26,Ideal,E,VVS1,62.5,56.0,657,4.09,4.12,2.56
0.34,Ideal,G,VS1,61.4,56.0,657,4.52,4.54,2.78
0.26,Ideal,F,IF,61.6,56.0,657,4.07,4.11,2.52
0.32,Very Good,D,VS2,62.9,59.0,657,4.36,4.39,2.75
0.32,Ideal,D,VS2,61.8,55.0,657,4.41,4.43,2.73
0.32,Good,D,VS2,63.6,55.0,657,4.35,4.42,2.79
0.32,Ideal,E,VS1,59.5,57.0,657,4.45,4.49,2.66
0.37,Very Good,G,VS1,58.4,59.0,657,4.76,4.69,2.76
0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
0.26,Very Good,D,SI1,59.7,58.0,658,4.16,4.22,2.5
0.4,Ideal,J,VS1,62.2,54.3,658,4.73,4.75,2.95
0.31,Ideal,G,VS1,61.5,54.0,658,4.39,4.43,2.71
0.38,Ideal,G,SI1,60.4,58.0,658,4.7,4.74,2.85
0.38,Premium,J,SI1,61.3,59.0,658,4.68,4.62,2.85
0.38,Premium,E,SI1,58.1,58.0,658,4.85,4.79,2.8
0.38,Ideal,E,SI1,61.7,58.0,658,4.71,4.63,2.88
0.32,Good,E,VS2,64.1,54.0,658,4.32,4.36,2.78
0.35,Good,H,SI2,63.2,61.0,429,4.47,4.49,2.83
0.26,Very Good,H,VS1,62.9,54.0,430,4.06,4.08,2.56
0.24,Very Good,E,VS1,61.7,60.0,430,3.97,4.0,2.46
0.31,Ideal,I,SI1,61.4,56.0,430,4.35,4.38,2.68
0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
0.28,Ideal,G,SI1,60.7,56.0,430,4.25,4.28,2.59
0.25,Ideal,F,SI1,61.5,56.0,430,4.06,4.09,2.5
0.25,Ideal,F,SI1,60.1,56.0,430,4.11,4.13,2.48
0.31,Very Good,J,SI2,63.3,58.0,430,4.35,4.34,2.75
0.23,Very Good,H,VVS2,62.4,55.0,431,3.91,3.94,2.45
0.23,Very Good,H,VVS2,62.6,56.0,431,3.92,3.95,2.46
0.23,Very Good,G,VVS2,62.9,55.0,431,3.88,3.92,2.45
0.23,Very Good,G,VVS2,62.6,54.0,431,3.91,3.95,2.46
0.23,Very Good,G,VVS2,62.3,57.0,431,3.9,3.92,2.43
0.23,Very Good,G,VVS2,62.8,55.0,431,3.93,3.95,2.47
0.25,Ideal,H,VS1,61.7,57.0,431,4.04,4.07,2.5
0.31,Premium,G,SI1,61.8,58.0,431,4.32,4.35,2.68
0.31,Good,G,SI1,63.3,57.0,431,4.3,4.33,2.73
0.3,Very Good,G,SI1,62.4,54.0,432,4.33,4.35,2.71
0.3,Very Good,G,SI1,62.5,56.0,432,4.27,4.3,2.68
0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63
0.3,Very Good,G,SI1,62.1,58.0,432,4.26,4.28,2.65
0.27,Ideal,I,VS1,61.6,56.0,432,4.15,4.19,2.57
0.27,Ideal,I,VS1,61.9,54.0,432,4.14,4.19,2.58
0.27,Ideal,I,VS1,62.5,54.0,432,4.16,4.19,2.61
0.27,Ideal,I,VS1,61.9,54.0,432,4.15,4.18,2.58
0.27,Ideal,I,VS1,61.9,55.0,432,4.16,4.18,2.58
0.27,Ideal,I,VS1,62.0,56.0,432,4.16,4.19,2.59
0.27,Ideal,I,VS1,61.3,57.0,432,4.16,4.19,2.56
0.27,Ideal,I,VS1,62.2,54.0,432,4.16,4.2,2.6
0.3,Premium,E,VS2,59.9,59.0,658,4.33,4.38,2.61
0.3,Ideal,E,VS2,62.1,56.0,658,4.25,4.31,2.66
0.3,Very Good,E,VS2,62.4,56.0,658,4.26,4.33,2.68
0.3,Very Good,E,VS2,62.8,59.0,658,4.24,4.26,2.67
0.3,Premium,F,VS1,61.5,59.0,658,4.31,4.33,2.66
0.3,Ideal,E,VS2,62.6,54.0,658,4.28,4.31,2.69
0.3,Ideal,E,VS2,61.5,55.0,658,4.28,4.31,2.64
0.3,Ideal,E,VS2,61.8,55.0,658,4.33,4.35,2.68
0.3,Premium,E,VS2,62.6,58.0,658,4.26,4.3,2.68
0.3,Premium,E,VS2,59.2,59.0,658,4.37,4.41,2.6
0.3,Premium,E,VS2,62.0,59.0,658,4.27,4.31,2.66
0.3,Ideal,E,VS2,62.0,56.0,658,4.31,4.34,2.68
0.3,Premium,E,VS2,62.2,60.0,658,4.24,4.28,2.65
0.3,Ideal,E,VS2,61.5,56.0,658,4.29,4.33,2.65
0.3,Ideal,E,VS2,61.3,57.0,658,4.29,4.33,2.64
0.3,Very Good,E,VS2,62.4,56.0,658,4.25,4.28,2.66
0.3,Ideal,E,VS2,62.1,55.0,658,4.32,4.35,2.69
0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.29,2.66
0.3,Ideal,E,VS2,61.5,55.0,658,4.31,4.34,2.66
0.3,Ideal,E,VS2,61.8,56.0,658,4.31,4.33,2.67
0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68
0.3,Ideal,E,VS2,61.6,56.0,658,4.27,4.3,2.64
0.3,Very Good,E,VS2,62.6,58.0,658,4.25,4.28,2.67
0.3,Premium,E,VS2,62.3,58.0,658,4.28,4.32,2.68
0.3,Ideal,E,VS2,61.5,55.0,658,4.32,4.4,2.68
0.3,Ideal,E,VS2,62.0,55.0,658,4.27,4.31,2.66
0.3,Ideal,E,VS2,62.1,55.0,658,4.28,4.32,2.67
0.3,Very Good,E,VS2,62.1,59.0,658,4.27,4.29,2.66
0.3,Very Good,E,VS2,61.8,58.0,658,4.26,4.28,2.64
0.3,Ideal,E,VS2,62.3,56.0,658,4.28,4.32,2.68
0.3,Ideal,E,VS2,62.0,55.0,658,4.25,4.3,2.65
0.3,Premium,E,VS2,62.0,60.0,658,4.23,4.26,2.63
0.3,Premium,E,VS2,60.4,58.0,658,4.3,4.34,2.61
0.3,Ideal,E,VS2,62.2,56.0,658,4.28,4.3,2.67
0.3,Premium,E,VS2,61.8,58.0,658,4.31,4.36,2.68
0.3,Ideal,E,VS2,61.2,55.0,658,4.31,4.35,2.65
0.3,Very Good,E,VS2,61.9,61.0,658,4.28,4.32,2.66
0.3,Premium,E,VS2,61.7,58.0,658,4.32,4.34,2.67
0.3,Premium,E,VS2,62.4,59.0,658,4.26,4.3,2.67
0.3,Premium,E,VS2,62.5,58.0,658,4.26,4.31,2.68
0.3,Very Good,E,VS2,62.3,57.0,658,4.27,4.3,2.67
0.3,Ideal,E,VS2,61.8,57.0,658,4.3,4.34,2.67
0.3,Premium,E,VS2,61.6,58.0,658,4.31,4.33,2.66
0.3,Premium,E,VS2,59.1,58.0,658,4.37,4.39,2.59
0.3,Ideal,E,VS2,61.4,55.0,658,4.32,4.34,2.66
0.3,Premium,E,VS2,60.0,60.0,658,4.36,4.4,2.63
0.3,Ideal,E,VS2,61.0,56.0,658,4.33,4.36,2.65
0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.34,2.7
0.3,Premium,E,VS2,62.5,59.0,658,4.27,4.3,2.68
0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62
0.3,Ideal,E,VS2,61.6,55.0,658,4.31,4.33,2.66
0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66
0.3,Premium,E,VS2,61.9,59.0,658,4.29,4.33,2.67
0.3,Ideal,E,VS2,61.8,56.0,658,4.3,4.34,2.67
0.3,Ideal,E,VS2,62.6,54.0,658,4.29,4.33,2.7
0.3,Ideal,E,VS2,62.3,56.0,658,4.3,4.34,2.69
0.3,Very Good,E,VS2,61.7,61.0,658,4.28,4.31,2.65
0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63
0.3,Ideal,E,VS2,62.0,56.0,658,4.3,4.34,2.68
0.3,Ideal,E,VS2,62.3,57.0,658,4.29,4.32,2.68
0.3,Very Good,F,VS1,61.9,59.0,658,4.26,4.3,2.65
0.3,Premium,E,VS2,60.0,58.0,658,4.37,4.4,2.63
0.3,Ideal,F,VS1,61.4,56.0,658,4.33,4.37,2.67
0.3,Very Good,E,VS2,62.0,58.0,658,4.26,4.29,2.65
0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.33,2.7
0.3,Ideal,E,VS2,62.4,57.0,658,4.29,4.33,2.69
0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65
0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6
0.3,Premium,E,VS2,62.1,58.0,658,4.29,4.31,2.67
0.3,Ideal,E,VS2,61.5,55.0,658,4.29,4.33,2.65
0.3,Ideal,E,VS2,62.1,55.0,658,4.3,4.33,2.68
0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.27,2.67
0.3,Very Good,E,VS2,62.8,56.0,658,4.28,4.32,2.7
0.3,Ideal,E,VS2,61.7,55.0,658,4.3,4.32,2.66
0.3,Ideal,E,VS2,62.5,56.0,658,4.28,4.3,2.68
0.3,Ideal,F,VS1,62.0,55.0,658,4.3,4.34,2.68
0.3,Ideal,E,VS2,61.8,56.0,658,4.29,4.32,2.66
0.34,Very Good,E,VS2,59.8,62.0,659,4.52,4.54,2.71
0.41,Ideal,G,SI2,62.1,53.6,659,4.75,4.79,2.96
0.41,Good,F,SI1,64.4,56.0,659,4.69,4.72,3.03
0.41,Fair,H,SI1,65.4,61.0,659,4.51,4.63,2.99
0.38,Good,I,SI1,63.7,57.0,659,4.63,4.57,2.93
0.27,Ideal,E,VVS1,61.7,57.0,659,4.14,4.16,2.56
0.35,Very Good,G,VS1,62.6,56.0,659,4.49,4.52,2.82
0.33,Very Good,D,VS2,62.9,54.0,660,4.4,4.44,2.78
0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56
0.32,Very Good,G,VS1,60.8,56.0,660,4.45,4.48,2.71
0.32,Very Good,G,VS1,61.9,56.0,660,4.41,4.45,2.74
0.3,Very Good,E,VS1,63.4,55.0,660,4.26,4.29,2.71
0.38,Very Good,F,SI1,61.5,54.0,660,4.69,4.71,2.89
0.31,Ideal,H,VVS1,62.0,54.2,660,4.35,4.39,2.71
0.38,Ideal,H,VS2,62.4,56.0,660,4.62,4.65,2.89
0.33,Ideal,F,VS2,62.0,54.2,660,4.42,4.45,2.75
0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72
0.32,Ideal,F,VS2,61.4,57.0,660,4.4,4.43,2.71
0.42,Ideal,D,SI2,62.0,54.0,660,4.8,4.85,2.99
0.42,Ideal,D,SI2,61.1,55.0,660,4.82,4.86,2.96
0.38,Ideal,F,SI1,62.2,54.0,660,4.64,4.66,2.89
0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88
0.38,Ideal,E,SI1,62.1,55.0,660,4.64,4.67,2.89
0.38,Ideal,E,SI1,62.3,53.0,660,4.65,4.69,2.91
0.31,Ideal,E,SI1,61.5,55.0,660,4.37,4.41,2.7
0.38,Ideal,E,SI1,59.4,61.0,660,4.72,4.74,2.81
0.31,Ideal,E,SI1,61.1,56.0,660,4.39,4.41,2.69
0.31,Good,F,VVS2,63.6,55.0,660,4.29,4.33,2.74
0.31,Ideal,H,VVS1,61.6,57.0,660,4.32,4.35,2.67
0.31,Ideal,G,VVS2,62.7,57.0,660,4.32,4.35,2.72
0.39,Very Good,H,VS2,60.7,56.0,661,4.77,4.79,2.9
0.32,Very Good,E,VS1,62.9,57.0,661,4.36,4.39,2.75
0.39,Very Good,F,SI1,60.0,55.0,661,4.76,4.79,2.86
0.31,Ideal,G,VVS2,60.0,58.0,661,4.38,4.42,2.64
0.43,Good,G,SI2,58.8,61.0,661,4.92,4.94,2.9
0.3,Premium,D,VS1,60.7,58.0,661,4.34,4.36,2.64
0.3,Ideal,D,VS1,61.8,56.0,661,4.3,4.34,2.67
0.3,Very Good,D,VS1,59.4,60.0,661,4.34,4.38,2.59
0.3,Ideal,D,VS1,62.0,54.0,661,4.3,4.34,2.68
0.38,Very Good,H,SI1,60.1,57.0,662,4.73,4.75,2.85
0.4,Ideal,J,VVS2,61.8,55.0,662,4.76,4.79,2.95
0.4,Ideal,J,VVS2,61.9,55.0,662,4.74,4.79,2.95
0.4,Ideal,J,VVS2,62.5,53.0,662,4.74,4.79,2.98
0.4,Ideal,J,VVS2,61.8,55.0,662,4.76,4.79,2.95
0.32,Ideal,E,VS2,61.0,56.0,662,4.4,4.42,2.69
0.31,Ideal,D,VS2,62.4,57.0,662,4.34,4.31,2.7
0.3,Premium,D,SI1,58.8,57.0,662,4.44,4.4,2.6
0.3,Premium,D,SI1,62.1,59.0,662,4.31,4.29,2.67
0.3,Very Good,D,SI1,63.4,54.0,662,4.31,4.27,2.72
0.3,Very Good,D,SI1,63.1,56.0,662,4.28,4.24,2.69
0.3,Very Good,D,SI1,63.4,55.0,662,4.26,4.22,2.69
0.3,Fair,F,VS2,64.5,55.0,662,4.31,4.19,2.74
0.4,Good,E,SI1,64.2,57.0,662,4.66,4.68,3.0
0.3,Ideal,E,VS1,62.1,54.2,663,4.3,4.32,2.68
0.38,Ideal,E,SI2,62.2,56.0,663,4.64,4.66,2.89
0.31,Premium,F,SI1,62.7,58.0,663,4.33,4.31,2.71
0.31,Ideal,F,SI1,60.5,57.0,663,4.43,4.4,2.67
0.31,Premium,F,SI1,60.5,60.0,663,4.39,4.37,2.65
0.31,Premium,F,SI1,60.7,58.0,663,4.38,4.35,2.65
0.31,Ideal,F,SI1,62.9,57.0,663,4.34,4.31,2.72
0.31,Very Good,F,SI1,63.5,56.0,663,4.33,4.3,2.74
0.31,Very Good,F,SI1,63.2,56.0,663,4.31,4.27,2.71
0.31,Very Good,F,SI1,63.1,57.0,663,4.31,4.28,2.71
0.31,Very Good,F,SI1,63.1,55.0,663,4.34,4.28,2.72
0.34,Ideal,G,VS2,62.4,57.0,663,4.48,4.46,2.79
0.31,Ideal,F,SI1,62.3,56.0,663,4.35,4.32,2.7
0.31,Premium,F,SI1,60.6,60.0,663,4.37,4.34,2.64
0.36,Good,D,SI1,63.1,55.0,663,4.54,4.59,2.88
0.3,Very Good,D,VS2,62.0,62.0,663,4.24,4.27,2.64
0.36,Premium,D,SI1,61.5,59.0,663,4.52,4.55,2.79
0.36,Ideal,D,SI1,61.6,56.0,663,4.54,4.58,2.81
0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95
0.36,Premium,D,SI1,61.4,58.0,663,4.56,4.59,2.81
0.36,Ideal,D,SI1,62.0,56.0,663,4.55,4.61,2.84
0.36,Good,D,SI1,63.4,57.0,663,4.55,4.57,2.89
0.36,Ideal,D,SI1,59.5,56.0,663,4.63,4.68,2.77
0.36,Ideal,D,SI1,62.5,56.0,663,4.55,4.57,2.85
0.42,Ideal,F,SI2,62.1,56.0,663,4.8,4.83,2.99
0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
0.36,Ideal,D,SI1,61.2,57.0,663,4.59,4.63,2.82
0.36,Ideal,D,SI1,62.1,56.0,663,4.53,4.58,2.83
0.36,Ideal,D,SI1,60.3,56.0,663,4.61,4.65,2.79
0.36,Ideal,D,SI1,61.5,56.0,663,4.56,4.64,2.83
0.3,Ideal,E,VS1,60.0,56.0,663,4.39,4.41,2.64
0.36,Very Good,D,SI1,60.1,57.0,663,4.62,4.66,2.79
0.36,Premium,D,SI1,59.6,58.0,663,4.61,4.65,2.76
0.36,Very Good,D,SI1,60.4,58.0,663,4.6,4.64,2.79
0.35,Good,E,VS1,63.1,56.0,663,4.49,4.54,2.85
0.29,Very Good,F,VVS2,60.2,58.0,664,4.29,4.35,2.6
0.29,Very Good,F,VVS2,63.1,57.0,664,4.22,4.3,2.69
0.29,Very Good,F,VVS2,62.7,58.0,664,4.22,4.26,2.66
0.29,Very Good,F,VVS2,60.1,58.0,664,4.32,4.37,2.61
0.29,Very Good,E,VVS2,58.5,58.0,664,4.35,4.37,2.55
0.29,Very Good,D,VVS2,62.9,58.0,664,4.2,4.29,2.67
0.29,Very Good,D,VVS2,62.3,59.0,664,4.21,4.26,2.64
0.29,Very Good,F,VVS1,62.3,58.0,664,4.22,4.25,2.64
0.29,Very Good,E,VVS1,58.9,59.0,664,4.33,4.4,2.57
0.29,Ideal,D,VVS2,62.8,56.0,664,4.23,4.3,2.68
0.36,Ideal,G,VS2,60.6,56.0,664,4.62,4.67,2.81
0.42,Ideal,J,VS1,61.4,55.0,664,4.83,4.85,2.97
0.31,Ideal,E,VS1,61.3,54.0,664,4.37,4.4,2.69
0.41,Ideal,G,SI2,61.7,55.0,664,4.78,4.81,2.96
0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7
0.3,Ideal,G,VVS2,62.5,55.0,665,4.3,4.34,2.7
0.3,Ideal,G,VVS2,61.8,54.0,665,4.33,4.34,2.68
0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
0.3,Ideal,G,VVS2,62.3,57.0,665,4.29,4.32,2.68
0.3,Ideal,G,VVS2,61.8,56.0,665,4.31,4.33,2.67
0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66
0.3,Ideal,G,VVS2,61.4,57.0,665,4.29,4.31,2.64
0.3,Ideal,G,VVS2,62.1,55.0,665,4.32,4.35,2.69
0.3,Ideal,G,VVS2,62.4,57.0,665,4.27,4.29,2.67
0.3,Ideal,G,VVS2,61.0,57.0,665,4.31,4.34,2.64
0.3,Ideal,H,VVS1,62.2,57.0,665,4.28,4.31,2.67
0.3,Ideal,H,VVS1,61.1,58.0,665,4.33,4.35,2.65
0.3,Ideal,H,VVS1,62.3,57.0,665,4.26,4.28,2.66
0.3,Ideal,H,VVS1,61.4,56.0,665,4.32,4.35,2.66
0.3,Ideal,H,VVS1,62.3,57.0,665,4.27,4.3,2.67
0.3,Ideal,H,VVS1,62.0,56.0,665,4.29,4.32,2.67
0.3,Ideal,H,VVS1,62.3,55.0,665,4.3,4.33,2.69
0.3,Ideal,H,VVS1,61.8,55.0,665,4.34,4.37,2.69
0.3,Ideal,H,VVS1,61.9,57.0,665,4.3,4.33,2.67
0.3,Ideal,H,VVS1,61.3,57.0,665,4.32,4.36,2.66
0.3,Ideal,H,VVS1,61.9,58.0,665,4.27,4.29,2.65
0.3,Ideal,H,VVS1,61.6,57.0,665,4.3,4.34,2.66
0.3,Ideal,H,VVS1,62.2,56.0,665,4.28,4.3,2.67
0.3,Ideal,H,VVS1,62.2,55.0,665,4.3,4.32,2.68
0.3,Ideal,H,VVS1,61.9,57.0,665,4.29,4.31,2.66
0.32,Ideal,G,VS1,62.0,55.0,665,4.43,4.44,2.75
0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.5,2.75
0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.46,2.74
0.28,Ideal,F,VS1,62.0,53.0,665,4.23,4.26,2.63
0.39,Ideal,G,SI1,60.7,57.0,665,4.69,4.8,2.88
0.36,Good,H,SI1,63.6,57.0,665,4.53,4.49,2.87
0.36,Premium,H,SI1,61.3,57.0,665,4.65,4.61,2.84
0.36,Premium,H,SI1,59.3,60.0,665,4.65,4.62,2.75
0.35,Very Good,E,VS2,61.4,58.0,665,4.51,4.55,2.78
0.35,Ideal,F,VS1,62.4,55.0,665,4.49,4.52,2.81
0.3,Very Good,D,VS1,58.0,62.0,666,4.44,4.45,2.58
0.3,Very Good,D,VS1,60.1,58.0,666,4.35,4.37,2.62
0.41,Ideal,G,SI2,61.9,54.0,666,4.81,4.78,2.97
0.37,Premium,H,SI1,63.0,58.0,666,4.59,4.55,2.88
0.37,Premium,I,VS2,61.1,59.0,666,4.65,4.58,2.82
0.37,Premium,I,VS2,61.6,60.0,666,4.61,4.58,2.83
0.37,Ideal,I,VS2,61.7,57.0,666,4.64,4.6,2.85
0.37,Premium,H,SI1,60.4,59.0,666,4.63,4.58,2.78
0.37,Premium,E,SI2,59.5,61.0,666,4.7,4.68,2.79
0.4,Premium,D,SI2,61.7,58.0,666,4.69,4.74,2.91
0.4,Good,D,SI2,63.4,56.0,666,4.67,4.73,2.98
0.4,Very Good,H,SI1,62.6,57.0,666,4.66,4.7,2.93
0.4,Premium,D,SI2,60.0,58.0,666,4.8,4.84,2.89
0.4,Very Good,H,SI1,62.8,59.0,666,4.67,4.69,2.94
0.4,Very Good,D,SI2,61.6,59.0,666,4.68,4.74,2.9
0.4,Good,E,SI2,63.2,57.0,666,4.66,4.68,2.95
0.4,Premium,D,SI2,61.9,58.0,666,4.71,4.73,2.92
0.4,Ideal,H,SI1,62.0,56.0,666,4.68,4.74,2.92
0.4,Very Good,E,SI2,61.4,57.0,666,4.68,4.74,2.89
0.38,Premium,G,SI1,60.0,60.0,666,4.65,4.72,2.81
0.4,Very Good,E,SI2,62.9,58.0,666,4.7,4.74,2.97
0.4,Premium,D,SI2,61.1,58.0,666,4.73,4.76,2.9
0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89
0.4,Premium,E,SI2,61.4,59.0,666,4.7,4.75,2.9
0.4,Premium,D,SI2,60.4,59.0,666,4.8,4.83,2.91
0.4,Very Good,E,SI2,62.9,59.0,666,4.66,4.69,2.94
0.4,Very Good,H,SI1,62.6,58.0,666,4.68,4.72,2.94
0.4,Premium,D,SI2,62.2,58.0,666,4.71,4.75,2.94
0.4,Very Good,D,SI2,62.8,56.0,666,4.7,4.73,2.96
0.38,Very Good,G,SI1,59.5,62.0,666,4.67,4.71,2.79
0.38,Ideal,G,SI1,61.3,56.0,666,4.63,4.67,2.85
0.4,Very Good,H,SI1,62.1,62.0,666,4.7,4.73,2.93
0.4,Good,I,VS2,63.8,54.0,666,4.68,4.72,3.0
0.4,Premium,D,SI2,62.4,58.0,666,4.69,4.73,2.94
0.4,Ideal,E,SI2,61.2,55.0,666,4.74,4.77,2.91
0.38,Very Good,G,SI1,61.4,61.0,666,4.62,4.66,2.85
0.4,Premium,H,SI1,62.7,58.0,666,4.65,4.69,2.93
0.4,Premium,D,SI2,59.9,60.0,666,4.74,4.78,2.85
0.38,Good,J,VVS2,63.4,56.0,666,4.56,4.62,2.91
0.38,Very Good,G,SI1,62.4,59.0,666,4.59,4.64,2.88
0.4,Very Good,H,SI1,62.9,56.0,666,4.65,4.7,2.94
0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93
0.33,Ideal,G,VS1,61.6,57.0,666,4.41,4.45,2.73
0.33,Premium,G,VS1,60.3,59.0,666,4.44,4.52,2.7
0.33,Very Good,G,VS1,59.7,61.0,666,4.44,4.47,2.66
0.33,Ideal,F,VS2,60.5,55.0,666,4.47,4.55,2.73
0.33,Ideal,F,VS2,62.3,56.0,666,4.41,4.45,2.76
0.33,Premium,G,VS1,61.6,58.0,666,4.39,4.44,2.72
0.33,Ideal,F,VS2,62.1,55.0,666,4.45,4.47,2.77
0.33,Good,G,VS1,63.1,57.0,666,4.38,4.4,2.77
0.33,Ideal,H,VVS2,60.9,57.0,666,4.48,4.52,2.74
0.33,Premium,G,VS1,60.5,58.0,666,4.43,4.49,2.7
0.33,Premium,G,VS1,60.8,59.0,666,4.43,4.45,2.7
0.33,Very Good,F,VS2,61.2,58.0,666,4.45,4.5,2.74
0.33,Ideal,H,VVS2,62.2,56.0,666,4.44,4.46,2.77
0.33,Ideal,G,VS1,62.3,54.0,666,4.45,4.48,2.78
0.33,Ideal,F,VS2,61.9,57.0,666,4.4,4.42,2.73
0.33,Ideal,F,VS2,61.6,56.0,666,4.44,4.46,2.74
0.33,Ideal,G,VS1,61.8,56.0,666,4.42,4.45,2.74
0.33,Ideal,G,VS1,62.3,57.0,666,4.38,4.42,2.74
0.33,Ideal,F,VS2,62.3,56.0,666,4.43,4.46,2.77
