Patron Type,Age Range,Home Library,Active Date,Checkouts,Renewals,Notice Preference,Year Patron Registered,Outside of County
ADULT,25 to 34 years,Ortega,2015-07-01,200,184,phone,2003,False
ADULT,45 to 54 years,Mission Bay,2016-06-01,212,53,email,2006,True
TEACHER CARD,25 to 34 years,Portola,,0,0,email,2015,False
ADULT,55 to 59 years,Main Library,2014-12-01,2,0,phone,2014,False
ADULT,45 to 54 years,Parkside,2016-06-01,670,313,email,2003,False
YOUNG ADULT,10 to 19 years,Chinatown,2015-07-01,224,3,phone,2009,False
YOUNG ADULT,10 to 19 years,Children's Bookmobile,2014-11-01,1,0,print,2014,False
JUVENILE,0 to 9 years,Ocean View,2016-07-01,5,1,email,2014,False
ADULT,45 to 54 years,Glen Park,2016-07-01,63,115,email,2012,False
YOUNG ADULT,10 to 19 years,Ingleside,2016-07-01,1314,254,email,2007,False
YOUNG ADULT,10 to 19 years,Mission,2014-08-01,191,48,email,2006,False
ADULT,35 to 44 years,Marina,2014-11-01,18,0,email,2014,True
ADULT,25 to 34 years,Sunset,2016-07-01,1,0,print,2016,True
JUVENILE,0 to 9 years,Western Addition,2016-06-01,30,1,email,2010,False
ADULT,35 to 44 years,Chinatown,2015-10-01,54,37,email,2012,False
ADULT,45 to 54 years,Main Library,2015-03-01,15,1,email,2011,False
ADULT,25 to 34 years,Main Library,2015-04-01,24,25,email,2010,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2016,True
ADULT,25 to 34 years,Western Addition,2016-06-01,265,406,email,2011,False
ADULT,25 to 34 years,Chinatown,2007-06-01,14,1,email,2003,True
ADULT,20 to 24 years,Main Library,2014-04-01,3,0,email,2013,False
ADULT,35 to 44 years,Mission,2009-05-01,14,0,email,2003,False
ADULT,25 to 34 years,Main Library,2015-04-01,1,0,email,2015,False
TEACHER CARD,45 to 54 years,Mission,,0,0,email,2016,False
SENIOR,65 to 74 years,North Beach,2016-07-01,665,168,email,2003,False
ADULT,60 to 64 years,Mission Bay,,0,0,email,2014,True
JUVENILE,10 to 19 years,Chinatown,2016-07-01,51,5,print,2013,False
ADULT,10 to 19 years,Portola,2015-05-01,33,48,email,2013,False
ADULT,25 to 34 years,Park,2015-11-01,192,18,email,2014,False
ADULT,45 to 54 years,Main Library,2016-07-01,255,81,email,2014,False
JUVENILE,0 to 9 years,Mission Bay,2016-06-01,5,5,email,2016,False
ADULT,55 to 59 years,West Portal,,0,0,email,2016,False
JUVENILE,0 to 9 years,Parkside,2016-07-01,560,665,email,2012,False
ADULT,45 to 54 years,Main Library,2016-05-01,180,1,email,2012,False
JUVENILE,10 to 19 years,Visitacion Valley,2015-09-01,41,2,email,2012,False
JUVENILE,10 to 19 years,West Portal,2013-10-01,16,0,phone,2010,False
ADULT,35 to 44 years,Excelsior,,0,0,email,2013,False
YOUNG ADULT,10 to 19 years,Main Library,2013-07-01,9,0,email,2013,True
ADULT,25 to 34 years,Marina,2012-12-01,3,0,phone,2012,False
ADULT,25 to 34 years,Marina,2016-07-01,3,0,email,2010,False
ADULT,25 to 34 years,Main Library,,0,0,email,2013,False
ADULT,35 to 44 years,Main Library,2015-09-01,257,53,email,2005,False
ADULT,35 to 44 years,Unknown,,0,0,email,2011,True
ADULT,45 to 54 years,Visitacion Valley,2015-05-01,4,0,email,2015,False
YOUNG ADULT,10 to 19 years,Sunset,2014-07-01,124,3,email,2009,False
JUVENILE,0 to 9 years,Chinatown,,0,0,email,2016,False
SENIOR,75 years and over,Presidio,2016-07-01,691,57,phone,2003,False
JUVENILE,10 to 19 years,Ortega,2016-05-01,126,13,email,2012,True
ADULT,60 to 64 years,Main Library,2015-10-01,0,0,email,2014,True
JUVENILE,10 to 19 years,Park,2015-04-01,137,15,email,2007,False
ADULT,20 to 24 years,Mission,,0,0,email,2014,True
WELCOME,25 to 34 years,Main Library,2014-10-01,1,0,email,2014,False
ADULT,25 to 34 years,Main Library,2013-12-01,1,0,email,2013,True
SENIOR,75 years and over,Main Library,2016-05-01,308,66,email,2003,False
ADULT,35 to 44 years,West Portal,2016-06-01,250,11,email,2003,False
ADULT,60 to 64 years,Main Library,,0,0,email,2013,True
ADULT,55 to 59 years,Eureka Valley/Harvey Milk Memorial,2015-10-01,8,0,print,2015,False
YOUNG ADULT,10 to 19 years,Glen Park,2009-06-01,1,0,email,2009,True
ADULT,45 to 54 years,Main Library,2015-06-01,9,7,email,2013,False
ADULT,45 to 54 years,Ortega,2015-10-01,104,25,email,2007,False
JUVENILE,0 to 9 years,Parkside,,0,0,email,2015,False
ADULT,20 to 24 years,Bernal Heights,2016-06-01,732,302,email,2003,False
JUVENILE,0 to 9 years,Ortega,2016-07-01,82,0,email,2013,False
ADULT,45 to 54 years,Eureka Valley/Harvey Milk Memorial,2015-05-01,161,42,email,2007,False
ADULT,25 to 34 years,Ingleside,2016-06-01,7,14,email,2009,False
ADULT,25 to 34 years,Richmond,2016-02-01,0,0,email,2015,False
ADULT,35 to 44 years,Anza,2015-04-01,10,6,email,2007,False
SENIOR,65 to 74 years,Marina,2016-07-01,407,127,email,2004,False
ADULT,25 to 34 years,Mission Bay,2015-04-01,2,1,email,2015,False
ADULT,25 to 34 years,Chinatown,2014-11-01,140,41,email,2003,False
SENIOR,65 to 74 years,Main Library,2015-04-01,68,7,phone,2003,False
SENIOR,75 years and over,Chinatown,2010-06-01,7,0,print,2003,False
WELCOME,60 to 64 years,Main Library,,0,0,email,2016,True
ADULT,20 to 24 years,Western Addition,2014-12-01,9,8,phone,2014,False
SENIOR,65 to 74 years,Mission Bay,2015-04-01,29,12,email,2009,False
JUVENILE,10 to 19 years,Portola,2016-07-01,110,0,email,2013,False
ADULT,45 to 54 years,Richmond,2016-02-01,56,2,email,2013,False
ADULT,45 to 54 years,Mission,2016-01-01,125,3,phone,2013,False
ADULT,45 to 54 years,Richmond,2013-08-01,0,0,email,2013,False
ADULT,35 to 44 years,Presidio,2014-04-01,20,38,email,2008,False
ADULT,25 to 34 years,Sunset,,0,0,email,2014,False
JUVENILE,0 to 9 years,Main Library,2012-11-01,1,0,print,2012,False
WELCOME,25 to 34 years,Main Library,,0,0,email,2015,True
ADULT,20 to 24 years,Portola,2016-07-01,1,0,phone,2016,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2014-09-01,15,18,email,2010,False
SENIOR,65 to 74 years,Unknown,,0,0,email,2012,True
ADULT,25 to 34 years,West Portal,2013-08-01,135,9,email,2007,False
ADULT,25 to 34 years,West Portal,2014-12-01,12,28,email,2011,False
ADULT,45 to 54 years,Mission,2005-06-01,3,0,phone,2004,False
SENIOR,65 to 74 years,Parkside,2016-07-01,2040,812,email,2003,False
ADULT,55 to 59 years,Main Library,2016-07-01,387,49,phone,2003,False
ADULT,35 to 44 years,Main Library,2016-06-01,5,6,email,2014,False
ADULT,20 to 24 years,Richmond,2014-06-01,35,18,email,2003,False
ADULT,55 to 59 years,Glen Park,2014-12-01,1011,98,phone,2005,True
JUVENILE,0 to 9 years,Sunset,2016-07-01,587,542,email,2013,False
WELCOME,25 to 34 years,Main Library,,0,0,email,2015,True
JUVENILE,0 to 9 years,Portola,2015-09-01,17,0,email,2015,False
SENIOR,65 to 74 years,Main Library,2015-09-01,44,5,email,2010,True
ADULT,35 to 44 years,North Beach,2014-01-01,215,46,email,2005,False
ADULT,60 to 64 years,West Portal,2015-07-01,19,0,email,2006,False
ADULT,20 to 24 years,Main Library,2016-01-01,5,6,email,2014,True
ADULT,65 to 74 years,Main Library,,0,0,email,2013,True
ADULT,20 to 24 years,Portola,2014-09-01,737,61,phone,2003,False
ADULT,20 to 24 years,Mission,2014-08-01,40,37,phone,2012,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2014,True
YOUNG ADULT,10 to 19 years,Excelsior,2014-07-01,3,0,email,2014,False
JUVENILE,0 to 9 years,Portola,2016-03-01,16,1,email,2015,False
STAFF,45 to 54 years,Main Library,2015-01-01,939,354,email,2003,True
JUVENILE,0 to 9 years,North Beach,2016-02-01,8,2,email,2016,False
ADULT,20 to 24 years,Ocean View,2014-02-01,4,8,email,2013,False
JUVENILE,0 to 9 years,Mission,2016-06-01,57,0,phone,2014,False
ADULT,35 to 44 years,Main Library,2013-03-01,1,0,email,2013,False
ADULT,45 to 54 years,Presidio,2013-05-01,176,246,email,2006,False
JUVENILE,10 to 19 years,Richmond,2013-10-01,25,7,email,2012,False
ADULT,35 to 44 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,21,29,email,2015,False
SENIOR,65 to 74 years,Main Library,2012-11-01,14,2,email,2003,False
ADULT,45 to 54 years,Ortega,,0,0,email,2013,False
ADULT,20 to 24 years,Glen Park,2014-05-01,51,51,email,2012,False
ADULT,20 to 24 years,Park,2015-04-01,46,0,email,2014,True
ADULT,35 to 44 years,Park,2014-09-01,158,24,email,2008,False
ADULT,35 to 44 years,Main Library,2012-03-01,193,31,email,2003,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
SENIOR,65 to 74 years,Park,2016-07-01,53,3,email,2011,False
JUVENILE,0 to 9 years,Mission,,0,0,print,2015,True
ADULT,10 to 19 years,Parkside,2015-12-01,3,0,email,2015,False
ADULT,45 to 54 years,Marina,2015-08-01,16,36,email,2014,False
JUVENILE,10 to 19 years,Richmond,2016-07-01,83,0,phone,2009,False
ADULT,55 to 59 years,Main Library,2016-03-01,1350,2510,email,2003,False
ADULT,25 to 34 years,Mission,2014-10-01,1,0,email,2011,False
ADULT,55 to 59 years,Golden Gate Valley,2015-03-01,0,0,email,2014,True
ADULT,25 to 34 years,Ortega,2015-12-01,196,188,email,2003,False
YOUNG ADULT,10 to 19 years,Chinatown,2016-07-01,2441,111,phone,2008,False
ADULT,25 to 34 years,Main Library,2016-07-01,17,1,print,2012,False
ADULT,25 to 34 years,Mission Bay,,0,0,email,2013,True
ADULT,35 to 44 years,Main Library,2011-08-01,17,12,phone,2005,False
ADULT,25 to 34 years,Main Library,2014-08-01,13,0,email,2014,False
ADULT,25 to 34 years,Parkside,2016-02-01,58,5,email,2015,True
ADULT,10 to 19 years,Sunset,2015-02-01,646,205,email,2003,True
ADULT,55 to 59 years,Richmond,2016-07-01,778,182,email,2003,False
JUVENILE,0 to 9 years,Chinatown,2015-08-01,9,0,print,2014,False
ADULT,45 to 54 years,Main Library,2006-08-01,7,1,email,2006,False
ADULT,45 to 54 years,Main Library,2015-03-01,27,49,email,2014,False
JUVENILE,10 to 19 years,Bayview/Linda Brooks-Burton,2014-01-01,4,0,phone,2014,False
ADULT,55 to 59 years,Main Library,2015-03-01,735,3,email,2011,False
ADULT,25 to 34 years,Main Library,2014-10-01,3,5,email,2014,True
ADULT,35 to 44 years,Anza,2016-06-01,537,199,email,2004,False
ADULT,20 to 24 years,Chinatown,2015-06-01,248,91,email,2003,False
ADULT,25 to 34 years,Main Library,2016-07-01,278,203,email,2014,False
JUVENILE,0 to 9 years,Marina,2016-07-01,1271,90,email,2010,False
ADULT,35 to 44 years,Mission,2014-01-01,5,0,email,2013,False
ADULT,25 to 34 years,Main Library,,0,0,email,2015,False
ADULT,60 to 64 years,Richmond,2015-06-01,70,27,email,2009,True
SENIOR,65 to 74 years,Excelsior,2014-08-01,1,0,email,2014,False
ADULT,45 to 54 years,Merced,2016-07-01,1771,3453,email,2003,False
ADULT,10 to 19 years,Chinatown,2015-06-01,1107,199,phone,2003,False
ADULT,25 to 34 years,Main Library,2013-09-01,16,0,phone,2010,False
ADULT,35 to 44 years,Main Library,,0,0,email,2013,False
ADULT,45 to 54 years,Anza,2015-10-01,2,0,email,2012,False
ADULT,35 to 44 years,Marina,2013-11-01,13,4,email,2013,True
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2014,True
ADULT,35 to 44 years,Park,2014-12-01,31,4,email,2003,False
ADULT,20 to 24 years,Bernal Heights,2015-02-01,80,35,email,2005,False
ADULT,25 to 34 years,Park,,0,0,email,2014,False
ADULT,45 to 54 years,Presidio,2015-10-01,15,5,email,2013,True
ADULT,20 to 24 years,Ingleside,2013-09-01,8,0,phone,2010,False
ADULT,45 to 54 years,Ortega,2016-07-01,616,607,email,2008,False
ADULT,35 to 44 years,Noe Valley/Sally Brunn,2013-08-01,147,111,email,2010,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2015-09-01,17,26,phone,2013,False
ADULT,35 to 44 years,Main Library,,0,0,email,2016,False
YOUNG ADULT,10 to 19 years,Main Library,2016-07-01,3,0,email,2016,False
ADULT,60 to 64 years,Noe Valley/Sally Brunn,2016-07-01,41,10,phone,2003,False
WELCOME,20 to 24 years,Main Library,,0,0,email,2015,False
ADULT,45 to 54 years,Golden Gate Valley,2016-07-01,293,279,email,2007,False
ADULT,20 to 24 years,Merced,2016-04-01,622,191,phone,2003,False
JUVENILE,10 to 19 years,Main Library,2014-01-01,1,0,phone,2013,False
ADULT,45 to 54 years,Mission,2013-07-01,137,107,email,2004,False
ADULT,25 to 34 years,Main Library,2013-02-01,22,1,email,2012,False
ADULT,25 to 34 years,Sunset,2016-07-01,256,74,email,2009,False
JUVENILE,0 to 9 years,Presidio,2016-03-01,7,0,email,2016,False
ADULT,25 to 34 years,Main Library,2015-03-01,3,3,email,2015,False
JUVENILE,0 to 9 years,Ocean View,2016-07-01,349,10,email,2011,False
ADULT,25 to 34 years,Main Library,2013-03-01,2,0,email,2008,False
ADULT,35 to 44 years,Richmond,2016-06-01,18,11,email,2010,False
ADULT,20 to 24 years,Richmond,2015-04-01,420,160,email,2003,False
ADULT,45 to 54 years,Mission Bay,2016-02-01,1,0,print,2015,False
ADULT,35 to 44 years,Main Library,2015-08-01,27,7,email,2004,False
ADULT,45 to 54 years,West Portal,2016-03-01,55,26,email,2010,False
ADULT,25 to 34 years,North Beach,2014-11-01,17,20,email,2014,False
ADULT,55 to 59 years,Sunset,2016-03-01,211,58,email,2007,False
ADULT,25 to 34 years,Ingleside,2013-01-01,22,0,email,2012,False
ADULT,35 to 44 years,Main Library,,0,0,email,2012,True
ADULT,25 to 34 years,Main Library,2016-07-01,7,0,email,2016,False
ADULT,55 to 59 years,Main Library,2015-08-01,55,6,email,2013,True
ADULT,25 to 34 years,Main Library,,0,0,email,2014,False
ADULT,25 to 34 years,Noe Valley/Sally Brunn,2013-11-01,0,0,email,2013,False
ADULT,55 to 59 years,Ortega,2016-04-01,18,0,phone,2016,False
ADULT,35 to 44 years,Bernal Heights,2014-09-01,0,0,email,2013,False
ADULT,25 to 34 years,Main Library,2014-02-01,7,10,email,2013,False
JUVENILE,0 to 9 years,Parkside,2016-07-01,222,24,print,2013,False
SENIOR,75 years and over,Bernal Heights,2016-07-01,223,152,email,2003,False
ADULT,35 to 44 years,Main Library,2013-05-01,15,4,email,2013,False
JUVENILE,0 to 9 years,Chinatown,2013-08-01,163,176,email,2011,False
ADULT,25 to 34 years,Sunset,2016-03-01,6,0,email,2016,False
ADULT,25 to 34 years,Park,2015-12-01,36,42,email,2014,False
ADULT,35 to 44 years,Anza,,0,0,email,2016,True
JUVENILE,0 to 9 years,Parkside,2016-07-01,628,206,email,2010,False
YOUNG ADULT,10 to 19 years,Glen Park,2016-02-01,40,0,email,2005,False
ADULT,45 to 54 years,North Beach,2015-04-01,21,7,email,2005,False
SENIOR,65 to 74 years,Western Addition,2016-05-01,643,61,email,2003,False
ADULT,35 to 44 years,North Beach,2013-11-01,9,0,email,2008,False
SENIOR,75 years and over,Main Library,2016-04-01,550,315,email,2007,False
ADULT,25 to 34 years,Main Library,2016-06-01,53,22,email,2014,False
ADULT,45 to 54 years,Marina,2016-07-01,151,171,email,2003,False
SENIOR,75 years and over,Marina,,0,0,email,2008,True
SENIOR,65 to 74 years,Chinatown,2015-02-01,37,1,phone,2012,False
ADULT,25 to 34 years,Sunset,2016-07-01,293,229,email,2010,False
ADULT,25 to 34 years,Parkside,2015-08-01,82,68,email,2010,False
JUVENILE,0 to 9 years,Park,2016-07-01,18,0,email,2015,False
ADULT,25 to 34 years,Western Addition,2013-12-01,162,188,email,2003,True
JUVENILE,10 to 19 years,Western Addition,2015-11-01,33,1,email,2014,False
WELCOME,45 to 54 years,Main Library,2016-05-01,1,1,email,2016,False
ADULT,25 to 34 years,Potrero,2015-05-01,5,0,email,2015,False
ADULT,35 to 44 years,Mission Bay,2015-01-01,48,33,email,2010,False
SENIOR,75 years and over,Main Library,2015-06-01,10,3,email,2009,False
ADULT,45 to 54 years,Excelsior,2009-05-01,7,0,email,2009,False
ADULT,25 to 34 years,Sunset,,0,0,email,2015,False
ADULT,45 to 54 years,Main Library,2016-03-01,19,0,email,2007,False
ADULT,35 to 44 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Mission Bay,2014-01-01,26,15,email,2008,False
JUVENILE,0 to 9 years,Anza,2015-11-01,64,8,email,2012,False
WELCOME,25 to 34 years,Noe Valley/Sally Brunn,,0,0,email,2014,False
ADULT,35 to 44 years,Main Library,2016-05-01,4,0,email,2016,True
YOUNG ADULT,10 to 19 years,Glen Park,,0,0,email,2013,False
SPECIAL,75 years and over,Library on Wheels,2016-07-01,66,10,print,2015,False
ADULT,25 to 34 years,Main Library,2010-09-01,31,4,phone,2003,True
ADULT,20 to 24 years,Main Library,,0,0,email,2016,False
YOUNG ADULT,10 to 19 years,Richmond,2016-06-01,186,27,email,2007,False
ADULT,45 to 54 years,Mission,2008-12-01,9,0,email,2005,True
ADULT,60 to 64 years,Richmond,2016-07-01,2251,664,email,2003,False
ADULT,55 to 59 years,Mission Bay,2016-06-01,44,32,email,2014,False
ADULT,20 to 24 years,Main Library,,0,0,email,2013,False
ADULT,55 to 59 years,Western Addition,2013-01-01,6,0,phone,2004,False
ADULT,35 to 44 years,Sunset,2016-02-01,34,0,email,2015,False
ADULT,25 to 34 years,Main Library,2013-11-01,28,0,email,2013,False
ADULT,65 to 74 years,Ingleside,2014-12-01,3,0,email,2014,False
ADULT,35 to 44 years,Main Library,2016-03-01,15,1,email,2011,False
JUVENILE,0 to 9 years,Richmond,2016-07-01,11,0,phone,2012,False
ADULT,55 to 59 years,Sunset,2016-07-01,925,154,email,2003,False
YOUNG ADULT,10 to 19 years,Glen Park,,0,0,email,2015,True
YOUNG ADULT,10 to 19 years,Excelsior,2014-10-01,201,19,email,2003,False
ADULT,25 to 34 years,Mission,2015-01-01,64,40,email,2012,False
ADULT,25 to 34 years,Main Library,2014-07-01,2,6,email,2014,True
ADULT,25 to 34 years,Potrero,,0,0,email,2012,False
ADULT,35 to 44 years,Merced,2015-08-01,3,2,email,2012,False
ADULT,60 to 64 years,Mission,2016-07-01,246,140,email,2003,False
TEACHER CARD,25 to 34 years,Main Library,2015-05-01,28,16,email,2014,False
ADULT,45 to 54 years,Sunset,2016-01-01,2,4,email,2015,False
ADULT,35 to 44 years,Main Library,2013-07-01,3,0,email,2013,False
ADULT,25 to 34 years,Main Library,2014-08-01,10,0,print,2011,False
ADULT,25 to 34 years,West Portal,2013-07-01,35,53,email,2003,False
ADULT,25 to 34 years,Main Library,,0,0,email,2012,False
ADULT,45 to 54 years,Main Library,2014-01-01,6,3,email,2012,False
ADULT,60 to 64 years,Noe Valley/Sally Brunn,2016-05-01,713,427,phone,2003,False
JUVENILE,0 to 9 years,Parkside,2015-05-01,39,4,email,2013,False
WELCOME,60 to 64 years,Main Library,,0,0,phone,2016,False
JUVENILE,0 to 9 years,Presidio,2016-07-01,245,15,email,2015,False
YOUNG ADULT,10 to 19 years,Ingleside,2014-07-01,74,1,email,2006,True
ADULT,25 to 34 years,Western Addition,2014-04-01,20,0,phone,2003,False
ADULT,10 to 19 years,Mission,2015-01-01,29,0,email,2014,False
YOUNG ADULT,10 to 19 years,Parkside,,0,0,email,2015,True
ADULT,25 to 34 years,Merced,2015-10-01,1,0,email,2015,False
ADULT,35 to 44 years,Golden Gate Valley,2014-10-01,40,12,email,2012,False
ADULT,25 to 34 years,Main Library,,0,0,email,2013,False
ADULT,25 to 34 years,Main Library,2016-04-01,0,0,email,2016,False
SENIOR,65 to 74 years,Golden Gate Valley,2016-06-01,83,64,email,2007,False
JUVENILE,10 to 19 years,Excelsior,2015-01-01,15,0,email,2013,False
ADULT,25 to 34 years,Main Library,2008-10-01,61,4,email,2008,False
ADULT,25 to 34 years,Presidio,,0,0,email,2014,False
ADULT,20 to 24 years,Portola,2013-11-01,0,0,email,2013,False
ADULT,25 to 34 years,Ingleside,2015-11-01,96,63,email,2014,False
ADULT,45 to 54 years,Marina,2013-09-01,99,28,print,2003,False
ADULT,55 to 59 years,Main Library,,0,0,email,2016,True
ADULT,35 to 44 years,Anza,2015-12-01,102,39,phone,2014,False
ADULT,55 to 59 years,North Beach,2013-07-01,91,13,email,2011,False
ADULT,10 to 19 years,Main Library,2014-02-01,1,0,email,2014,False
WELCOME,20 to 24 years,Main Library,2015-06-01,1,0,email,2015,True
ADULT,60 to 64 years,Portola,,0,0,email,2012,False
ADULT,45 to 54 years,Main Library,2010-09-01,0,0,email,2009,True
ADULT,35 to 44 years,Richmond,2016-07-01,128,152,email,2013,False
ADULT,25 to 34 years,Mission Bay,2016-07-01,2,1,email,2015,True
YOUNG ADULT,10 to 19 years,North Beach,2016-05-01,228,71,phone,2006,False
ADULT,45 to 54 years,Western Addition,2016-03-01,228,84,email,2003,False
ADULT,45 to 54 years,Bayview/Linda Brooks-Burton,,0,0,phone,2013,False
ADULT,45 to 54 years,Chinatown,2016-06-01,4801,181,print,2003,False
ADULT,45 to 54 years,Bernal Heights,2016-07-01,95,74,email,2011,False
ADULT,55 to 59 years,Presidio,2015-04-01,19,8,email,2012,False
JUVENILE,10 to 19 years,Mission,2014-02-01,40,2,email,2010,True
YOUNG ADULT,10 to 19 years,Richmond,2011-06-01,13,0,email,2006,False
ADULT,35 to 44 years,Noe Valley/Sally Brunn,2016-06-01,66,53,email,2010,False
JUVENILE,10 to 19 years,Unknown,2016-05-01,203,9,email,2011,False
YOUNG ADULT,10 to 19 years,Visitacion Valley,2012-10-01,5,0,email,2012,False
ADULT,45 to 54 years,Main Library,2010-01-01,45,6,print,2008,False
BOOKS BY MAIL,65 to 74 years,Unknown,2016-03-01,105,36,email,2013,False
ADULT,25 to 34 years,Portola,2013-03-01,16,0,print,2003,False
ADULT,25 to 34 years,Mission Bay,2015-05-01,7,5,email,2010,False
ADULT,45 to 54 years,Main Library,2014-02-01,28,0,email,2010,False
ADULT,25 to 34 years,Main Library,2016-01-01,14,13,email,2015,False
ADULT,45 to 54 years,Ortega,2016-07-01,367,224,email,2010,False
JUVENILE,10 to 19 years,Bayview/Linda Brooks-Burton,2014-01-01,45,0,phone,2013,False
ADULT,45 to 54 years,Mission,2008-06-01,12,1,phone,2003,False
YOUNG ADULT,10 to 19 years,Ingleside,2014-04-01,13,4,print,2010,False
JUVENILE,0 to 9 years,Noe Valley/Sally Brunn,,0,0,email,2015,False
